user_id,segment_operation,order_count,total_amount,days_since_order,priority,estimated_response_rate,action
U005330,高潜新客,1,984.19,24,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U005752,高潜新客,1,965.72,1,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U008369,高潜新客,1,956.61,9,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U008345,唤醒高潜,2,956.36,141,1,0.15,P1-定向召回+限时折扣+30天有效
U000078,高潜新客,1,956.29,42,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U005187,高潜新客,1,952.04,9,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U005758,高潜新客,1,949.70,5,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U008968,高潜新客,1,938.25,38,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U004153,高潜新客,1,919.57,38,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U005621,高潜新客,1,912.60,27,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U006337,高潜新客,1,907.26,44,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U001604,高潜新客,1,902.41,27,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U005354,高潜新客,1,891.49,23,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U000379,高潜新客,1,884.25,11,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U002313,高潜新客,1,872.48,33,1,0.20,P1-首单复购引导+配套推荐+专属客服跟进
U001054,唤醒高潜,3,842.63,99,1,0.15,P1-定向召回+限时折扣+30天有效
U002465,唤醒高潜,2,840.79,99,1,0.15,P1-定向召回+限时折扣+30天有效
U006901,唤醒高潜,2,835.10,156,1,0.15,P1-定向召回+限时折扣+30天有效
U008267,唤醒高潜,2,814.02,65,1,0.15,P1-定向召回+限时折扣+30天有效
U008148,唤醒高潜,2,813.59,146,1,0.15,P1-定向召回+限时折扣+30天有效
U004098,唤醒高潜,3,797.53,157,1,0.15,P1-定向召回+限时折扣+30天有效
U007598,唤醒高潜,2,796.54,89,1,0.15,P1-定向召回+限时折扣+30天有效
U003999,活跃复购潜力用户,2,789.49,15,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U002995,唤醒高潜,2,765.27,89,1,0.15,P1-定向召回+限时折扣+30天有效
U002856,唤醒高潜,2,754.06,84,1,0.15,P1-定向召回+限时折扣+30天有效
U001383,唤醒高潜,2,722.50,144,1,0.15,P1-定向召回+限时折扣+30天有效
U002864,活跃复购潜力用户,2,713.23,45,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U002878,唤醒高潜,2,704.34,152,1,0.15,P1-定向召回+限时折扣+30天有效
U008677,活跃复购潜力用户,2,700.59,7,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U003993,唤醒高潜,2,699.10,88,1,0.15,P1-定向召回+限时折扣+30天有效
U002925,唤醒高潜,2,676.29,108,1,0.15,P1-定向召回+限时折扣+30天有效
U006238,活跃复购潜力用户,2,672.25,22,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U009562,唤醒高潜,2,628.06,66,1,0.15,P1-定向召回+限时折扣+30天有效
U000695,唤醒高潜,2,627.11,64,1,0.15,P1-定向召回+限时折扣+30天有效
U000514,活跃复购潜力用户,2,618.42,25,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U009526,唤醒高潜,2,603.81,174,1,0.15,P1-定向召回+限时折扣+30天有效
U008365,活跃复购潜力用户,2,593.90,9,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U002885,活跃复购潜力用户,2,589.00,29,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U004298,唤醒高潜,2,585.33,65,1,0.15,P1-定向召回+限时折扣+30天有效
U001759,活跃复购潜力用户,3,533.60,23,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U009900,唤醒高潜,2,525.91,110,1,0.15,P1-定向召回+限时折扣+30天有效
U001719,唤醒高潜,2,502.38,139,1,0.15,P1-定向召回+限时折扣+30天有效
U007833,活跃复购潜力用户,2,501.70,5,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U005386,唤醒高潜,2,497.60,62,1,0.15,P1-定向召回+限时折扣+30天有效
U001722,唤醒高潜,2,453.13,172,1,0.15,P1-定向召回+限时折扣+30天有效
U005342,唤醒高潜,2,451.07,99,1,0.15,P1-定向召回+限时折扣+30天有效
U003558,活跃复购潜力用户,2,450.57,10,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U007964,唤醒高潜,2,444.83,141,1,0.15,P1-定向召回+限时折扣+30天有效
U002102,唤醒高潜,2,443.41,115,1,0.15,P1-定向召回+限时折扣+30天有效
U005610,唤醒高潜,3,435.49,109,1,0.15,P1-定向召回+限时折扣+30天有效
U001565,活跃复购潜力用户,2,404.76,38,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U001973,活跃复购潜力用户,2,378.27,20,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U005059,活跃复购潜力用户,2,362.67,43,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U008373,唤醒高潜,2,360.59,110,1,0.15,P1-定向召回+限时折扣+30天有效
U002661,唤醒高潜,2,359.81,149,1,0.15,P1-定向召回+限时折扣+30天有效
U005398,唤醒高潜,2,352.40,108,1,0.15,P1-定向召回+限时折扣+30天有效
U000909,唤醒高潜,2,345.60,102,1,0.15,P1-定向召回+限时折扣+30天有效
U006457,活跃复购潜力用户,2,344.89,8,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U004682,活跃复购潜力用户,2,341.06,13,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U003998,唤醒高潜,2,326.66,175,1,0.15,P1-定向召回+限时折扣+30天有效
U006408,活跃复购潜力用户,2,324.89,45,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U000264,活跃复购潜力用户,2,322.87,23,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U009240,唤醒高潜,2,316.23,131,1,0.15,P1-定向召回+限时折扣+30天有效
U006330,唤醒高潜,2,315.12,69,1,0.15,P1-定向召回+限时折扣+30天有效
U008674,活跃复购潜力用户,2,312.02,39,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U004825,活跃复购潜力用户,2,302.67,31,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U003773,活跃复购潜力用户,2,301.69,24,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U000299,活跃复购潜力用户,2,272.03,8,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U008431,活跃复购潜力用户,2,268.13,13,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U003842,唤醒高潜,2,235.72,151,1,0.15,P1-定向召回+限时折扣+30天有效
U005833,唤醒高潜,2,215.89,138,1,0.15,P1-定向召回+限时折扣+30天有效
U004179,唤醒高潜,2,198.94,162,1,0.15,P1-定向召回+限时折扣+30天有效
U008082,活跃复购潜力用户,2,196.14,23,1,0.25,P1-Books/Sports品类优惠券+交叉销售推荐+积分翻倍
U009022,唤醒高潜,2,191.10,166,1,0.15,P1-定向召回+限时折扣+30天有效
U004210,唤醒高潜,2,189.82,160,1,0.15,P1-定向召回+限时折扣+30天有效
U004996,唤醒高潜,2,160.96,92,1,0.15,P1-定向召回+限时折扣+30天有效
U003276,唤醒高潜,2,141.26,72,1,0.15,P1-定向召回+限时折扣+30天有效
U002731,流失高潜用户,2,1867.39,363,2,0.10,P2-精准召回+品类强激励+双重触达
U009857,流失高潜用户,2,1824.10,329,2,0.10,P2-精准召回+品类强激励+双重触达
U007148,流失高潜用户,2,1785.02,213,2,0.10,P2-精准召回+品类强激励+双重触达
U006410,流失高潜用户,2,1727.22,247,2,0.10,P2-精准召回+品类强激励+双重触达
U008088,流失高潜用户,2,1706.57,313,2,0.10,P2-精准召回+品类强激励+双重触达
U004053,流失高潜用户,2,1702.66,276,2,0.10,P2-精准召回+品类强激励+双重触达
U006310,流失高潜用户,2,1479.12,222,2,0.10,P2-精准召回+品类强激励+双重触达
U004211,流失高潜用户,2,1450.38,372,2,0.10,P2-精准召回+品类强激励+双重触达
U008275,流失高潜用户,2,1443.68,216,2,0.10,P2-精准召回+品类强激励+双重触达
U009269,流失高潜用户,2,1387.48,347,2,0.10,P2-精准召回+品类强激励+双重触达
U002336,流失高潜用户,2,1379.46,357,2,0.10,P2-精准召回+品类强激励+双重触达
U003910,流失高潜用户,2,1287.08,184,2,0.10,P2-精准召回+品类强激励+双重触达
U003273,流失高潜用户,2,1279.37,233,2,0.10,P2-精准召回+品类强激励+双重触达
U003289,流失高潜用户,2,1250.95,210,2,0.10,P2-精准召回+品类强激励+双重触达
U005128,流失高潜用户,2,1236.34,203,2,0.10,P2-精准召回+品类强激励+双重触达
U005742,流失高潜用户,2,1205.77,225,2,0.10,P2-精准召回+品类强激励+双重触达
U004413,流失高潜用户,2,1176.82,238,2,0.10,P2-精准召回+品类强激励+双重触达
U004853,流失高潜用户,2,1068.24,286,2,0.10,P2-精准召回+品类强激励+双重触达
U004961,流失高潜用户,2,1067.68,280,2,0.10,P2-精准召回+品类强激励+双重触达
U008724,流失高潜用户,2,1017.97,350,2,0.10,P2-精准召回+品类强激励+双重触达
U009334,流失高潜用户,2,1008.98,464,2,0.10,P2-精准召回+品类强激励+双重触达
U009651,流失高潜用户,2,983.11,534,2,0.10,P2-精准召回+品类强激励+双重触达
U004376,流失高潜用户,2,949.43,187,2,0.10,P2-精准召回+品类强激励+双重触达
U000623,流失高潜用户,2,889.77,377,2,0.10,P2-精准召回+品类强激励+双重触达
U002362,普通新客,1,871.03,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002834,流失高潜用户,2,845.55,367,2,0.10,P2-精准召回+品类强激励+双重触达
U005792,普通新客,1,833.80,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007551,流失高潜用户,3,833.14,337,2,0.10,P2-精准召回+品类强激励+双重触达
U003610,流失高潜用户,2,823.68,183,2,0.10,P2-精准召回+品类强激励+双重触达
U001857,普通新客,1,819.76,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006498,普通新客,1,810.57,18,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002012,普通新客,1,809.67,58,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009777,流失高潜用户,2,806.74,274,2,0.10,P2-精准召回+品类强激励+双重触达
U003820,流失高潜用户,2,805.92,200,2,0.10,P2-精准召回+品类强激励+双重触达
U007813,普通新客,1,802.60,30,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000731,普通新客,1,796.28,35,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005378,普通新客,1,756.54,1,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003455,普通新客,1,746.51,16,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009789,普通新客,1,737.18,44,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004898,流失高潜用户,2,731.08,200,2,0.10,P2-精准召回+品类强激励+双重触达
U005715,普通新客,1,721.06,47,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004287,普通新客,1,718.40,60,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004368,普通新客,1,710.01,19,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005355,普通新客,1,698.24,53,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000846,普通新客,1,696.80,41,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008535,普通新客,1,694.93,45,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009179,普通新客,1,689.32,58,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003295,普通新客,1,686.89,24,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006214,普通新客,1,679.08,4,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004668,流失高潜用户,2,678.64,199,2,0.10,P2-精准召回+品类强激励+双重触达
U004751,普通新客,1,674.12,29,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009813,普通新客,1,670.63,36,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004756,普通新客,1,665.85,34,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008954,普通新客,1,660.72,30,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007490,普通新客,1,659.22,27,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007467,普通新客,1,655.19,60,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008799,普通新客,1,651.70,2,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008044,普通新客,1,643.14,44,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002047,普通新客,1,631.84,60,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008728,普通新客,1,631.84,19,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003884,普通新客,1,628.05,10,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001394,普通新客,1,620.82,51,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006105,普通新客,1,616.50,20,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005484,普通新客,1,611.37,46,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001309,流失高潜用户,2,609.23,516,2,0.10,P2-精准召回+品类强激励+双重触达
U008601,流失高潜用户,2,608.29,199,2,0.10,P2-精准召回+品类强激励+双重触达
U004284,普通新客,1,580.60,17,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009459,普通新客,1,578.76,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009902,流失高潜用户,2,572.98,364,2,0.10,P2-精准召回+品类强激励+双重触达
U000545,流失高潜用户,2,561.47,205,2,0.10,P2-精准召回+品类强激励+双重触达
U005131,流失高潜用户,2,557.50,279,2,0.10,P2-精准召回+品类强激励+双重触达
U006524,普通新客,1,556.80,50,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000322,流失高潜用户,3,545.32,310,2,0.10,P2-精准召回+品类强激励+双重触达
U005007,普通新客,1,535.32,52,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000594,普通新客,1,533.63,11,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007480,普通新客,1,529.81,3,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009219,流失高潜用户,2,525.96,202,2,0.10,P2-精准召回+品类强激励+双重触达
U001360,普通新客,1,525.22,42,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009913,普通新客,1,524.75,29,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009583,普通新客,1,523.48,4,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005033,普通新客,1,517.82,43,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000204,普通新客,1,516.84,40,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007489,普通新客,1,514.28,21,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000795,流失高潜用户,2,504.54,285,2,0.10,P2-精准召回+品类强激励+双重触达
U009306,流失高潜用户,2,503.94,410,2,0.10,P2-精准召回+品类强激励+双重触达
U004660,普通新客,1,502.83,54,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003527,普通新客,1,495.63,26,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000218,普通新客,1,495.01,46,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006346,普通新客,1,494.84,7,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001357,普通新客,1,492.29,42,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008712,流失高潜用户,2,491.78,231,2,0.10,P2-精准召回+品类强激励+双重触达
U004564,普通新客,1,488.59,27,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009519,普通新客,1,488.59,31,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003781,普通新客,1,484.22,2,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005096,普通新客,1,474.22,26,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009504,普通新客,1,474.18,42,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008877,普通新客,1,465.02,37,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001225,普通新客,1,463.10,9,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005362,普通新客,1,457.27,54,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007834,普通新客,1,447.84,19,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001397,普通新客,1,447.60,3,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005627,普通新客,1,447.42,27,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U000713,流失高潜用户,2,442.11,273,2,0.10,P2-精准召回+品类强激励+双重触达
U005670,普通新客,1,439.88,39,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009721,普通新客,1,423.18,6,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006728,普通新客,1,422.15,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003576,流失高潜用户,3,420.61,390,2,0.10,P2-精准召回+品类强激励+双重触达
U003242,流失高潜用户,2,420.34,300,2,0.10,P2-精准召回+品类强激励+双重触达
U005326,流失高潜用户,2,419.74,185,2,0.10,P2-精准召回+品类强激励+双重触达
U005523,普通新客,1,413.78,52,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001311,普通新客,1,410.63,58,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001423,普通新客,1,405.41,33,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002578,普通新客,1,402.31,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009658,普通新客,1,402.26,35,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004505,普通新客,1,401.23,7,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003811,流失高潜用户,2,397.46,406,2,0.10,P2-精准召回+品类强激励+双重触达
U001137,普通新客,1,394.91,6,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005843,普通新客,1,393.96,51,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008518,普通新客,1,386.29,7,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005557,普通新客,1,380.00,9,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003684,普通新客,1,376.36,8,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001550,普通新客,1,371.60,23,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003671,普通新客,1,371.53,27,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006843,流失高潜用户,2,371.39,338,2,0.10,P2-精准召回+品类强激励+双重触达
U007643,普通新客,1,370.92,36,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004945,普通新客,1,369.33,59,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004971,流失高潜用户,2,358.91,212,2,0.10,P2-精准召回+品类强激励+双重触达
U004948,普通新客,1,357.33,21,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001204,流失高潜用户,2,356.89,499,2,0.10,P2-精准召回+品类强激励+双重触达
U001435,普通新客,1,349.64,22,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008328,普通新客,1,312.62,29,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001363,普通新客,1,311.96,47,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007453,流失高潜用户,3,311.45,256,2,0.10,P2-精准召回+品类强激励+双重触达
U007499,普通新客,1,308.53,30,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003237,流失高潜用户,2,302.83,511,2,0.10,P2-精准召回+品类强激励+双重触达
U002484,普通新客,1,302.05,1,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008435,普通新客,1,301.85,21,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008900,普通新客,1,299.58,3,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007199,普通新客,1,293.74,15,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001325,普通新客,1,293.47,40,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007925,普通新客,1,293.07,51,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009830,普通新客,1,290.49,25,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006659,流失高潜用户,2,290.34,266,2,0.10,P2-精准召回+品类强激励+双重触达
U008884,流失高潜用户,2,287.64,307,2,0.10,P2-精准召回+品类强激励+双重触达
U002841,普通新客,1,281.48,28,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002499,普通新客,1,268.91,25,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004989,普通新客,1,268.47,44,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009987,流失高潜用户,2,266.70,333,2,0.10,P2-精准召回+品类强激励+双重触达
U005190,流失高潜用户,2,263.21,205,2,0.10,P2-精准召回+品类强激励+双重触达
U000375,流失高潜用户,2,263.06,310,2,0.10,P2-精准召回+品类强激励+双重触达
U004441,流失高潜用户,2,262.87,459,2,0.10,P2-精准召回+品类强激励+双重触达
U005092,普通新客,1,261.74,57,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004994,普通新客,1,256.25,21,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007688,普通新客,1,255.80,14,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003669,普通新客,1,255.71,51,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003540,普通新客,1,252.10,6,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009107,流失高潜用户,2,245.14,507,2,0.10,P2-精准召回+品类强激励+双重触达
U008479,普通新客,1,244.67,54,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U009766,普通新客,1,244.36,50,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006374,普通新客,1,242.52,51,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U006838,普通新客,1,238.36,13,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008584,普通新客,1,236.97,56,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002125,普通新客,1,234.49,13,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
