user_id,gender,city,segment_operation
U003376,Other,Millerburgh,唤醒普通
U003383,Male,West Katieberg,流失低潜
U003384,Male,Rebeccaberg,唤醒普通
U003397,Male,Lake Tyroneton,流失低潜
U003400,Male,Lopezland,流失低潜
U003409,Male,Melissaberg,至尊VIP
U003413,Female,New Benjamin,唤醒普通
U003414,Other,East Lori,流失低潜
U003431,Female,Davisside,普通新客
U003432,Female,Sotobury,流失可弃
U003451,Other,Danaland,唤醒普通
U003455,Female,New Eric,普通新客
U003456,Other,South Lindashire,唤醒普通
U003458,Female,Jordanfurt,普通新客
U003468,Male,South Tammy,至尊VIP
U003470,Other,West Edwinland,流失可弃
U003476,Female,Smithfort,流失低潜
U003481,Other,South Seanville,流失低潜
U003486,Male,Hayesfort,流失可弃
U003487,Female,Donnaton,至尊VIP
U003490,Other,Fergusonland,流失低潜
U003497,Female,West Janestad,唤醒普通
U003506,Female,Nicolemouth,流失低潜
U003507,Female,East James,流失可弃
U003508,Female,Monicaberg,唤醒普通
U003520,Other,South Frederick,流失低潜
U003527,Other,Jenniferville,普通新客
U003528,Other,East Matthewchester,唤醒普通
U003530,Male,Port Georgeton,流失低潜
U003540,Male,Brianstad,普通新客
U003542,Female,West Curtisland,唤醒普通
U003544,Female,Lake Allen,流失低潜
U003547,Female,West Rachel,高潜新客
U003548,Female,South Claudia,唤醒普通
U003551,Female,South Scottville,流失可弃
U003554,Female,West Gary,流失低潜
U003555,Female,East Nicholasburgh,唤醒普通
U003556,Male,Mariastad,普通新客
U003558,Male,North Jonathanstad,活跃复购潜力用户
U003565,Other,Mcdanielhaven,唤醒普通
U003568,Male,Leechester,流失低潜
U003576,Female,Robertborough,流失高潜用户
U003584,Female,Matthewborough,至尊VIP
U003588,Other,Edwardport,流失可弃
U003591,Other,East Jacqueline,流失低潜
U003602,Male,New Sophiamouth,唤醒普通
U003610,Female,East Katelynport,流失高潜用户
U003616,Other,North Thomas,普通新客
U003618,Other,New Tara,流失低潜
U003625,Other,New Jill,流失低潜
U003636,Male,Walkerborough,流失低潜
U003641,Female,South Jamestown,流失可弃
U003644,Other,South Robertfurt,流失低潜
U003661,Female,New Luistown,流失低潜
U003669,Female,Timothymouth,普通新客
U003671,Female,Erichaven,普通新客
U003672,Male,Jacobside,流失可弃
U003676,Other,Harrisfurt,流失可弃
U003682,Female,Rhondaburgh,唤醒普通
U003684,Female,Miguelfurt,普通新客
U003687,Male,New Robert,流失低潜
U003691,Female,Deborahshire,流失低潜
U003699,Other,Lake Jamestown,流失可弃
U003700,Other,West Anthony,流失低潜
U003703,Other,West Angelaland,唤醒普通
U003711,Male,South Joshuafurt,唤醒普通
U003723,Female,Tylerville,至尊VIP
U003724,Female,Melissaport,唤醒普通
U003726,Male,South Wendyview,流失低潜
U003734,Female,Guerreroshire,核心高价值忠诚用户
U003735,Other,Heatherland,流失低潜
U003747,Other,Port Jeffreyshire,高潜新客
U003750,Other,Kellyshire,至尊VIP
U003753,Other,Griffintown,普通新客
U003755,Female,New Kenneth,唤醒普通
U003761,Male,Port Megan,流失可弃
U003765,Other,Curryland,流失可弃
U003768,Male,Lake Sara,唤醒普通
U003773,Male,East Kimberly,活跃复购潜力用户
U003776,Female,Angelaburgh,流失低潜
U003781,Other,Jessicaton,普通新客
U003782,Female,Amytown,唤醒普通
U003788,Female,Port Robert,流失低潜
U003792,Other,North Lauren,流失可弃
U003794,Female,New Joshua,至尊VIP
U003808,Other,Lauriemouth,唤醒普通
U003810,Male,Thomashaven,唤醒普通
U003811,Female,Port Jameston,流失高潜用户
U003813,Female,West Tiffanyshire,流失可弃
U003814,Female,New Austin,至尊VIP
U003820,Male,East Keithville,流失高潜用户
U003824,Other,Lake Patrickport,流失低潜
U003839,Male,Pooleberg,唤醒普通
U003840,Other,West Rachel,流失可弃
U003842,Male,Matthewland,唤醒高潜
U003844,Male,Adamfurt,唤醒普通
U003846,Female,Lake Kristaberg,流失低潜
U003847,Female,Gonzaleschester,唤醒普通
U003850,Other,Lake Markfurt,唤醒普通
U003855,Other,Toddview,唤醒普通
U003864,Male,Thompsonton,普通新客
U003870,Other,Deborahview,唤醒普通
U003874,Female,West Jacob,流失低潜
U003877,Other,New Elizabethshire,流失低潜
U003881,Other,Nicolemouth,流失低潜
U003884,Male,South Taramouth,普通新客
U003887,Male,East Jonathanville,唤醒普通
U003893,Female,East Jeremy,流失低潜
U003900,Male,Cynthiaview,流失可弃
U003903,Male,New Markfurt,流失低潜
U003905,Other,South Raymond,流失低潜
U003906,Male,North Candiceview,流失低潜
U003909,Other,Peterfort,高潜新客
U003910,Male,South Gregorymouth,流失高潜用户
U003915,Other,South Kenneth,唤醒普通
U003917,Female,Lake Jared,流失可弃
U003923,Other,Jenniferside,流失低潜
U003931,Female,Matthewbury,流失可弃
U003940,Female,Robertview,唤醒普通
U003946,Other,Morrisonland,唤醒普通
U003947,Other,Brianville,流失低潜
U003948,Other,Port Tylerland,流失低潜
U003960,Female,New Laurachester,唤醒普通
U003965,Male,Michaelmouth,流失低潜
U003973,Other,Langmouth,唤醒普通
U003983,Male,South Barbaraland,流失可弃
U003991,Other,West Jason,唤醒普通
U003992,Female,North Lisa,流失可弃
U003993,Female,North Rebecca,唤醒高潜
U003998,Other,Port Joshuafort,唤醒高潜
U003999,Other,Brianmouth,活跃复购潜力用户
U004008,Male,Caldwellchester,唤醒普通
U004020,Female,East Michaelton,流失可弃
U004025,Male,Hansenmouth,至尊VIP
U004033,Other,Kristenmouth,唤醒普通
U004034,Other,Meganton,唤醒高潜
U004035,Other,Chambersstad,流失低潜
U004037,Male,Jessicastad,流失低潜
U004039,Male,North Ashley,高潜新客
U004041,Male,East Deannaside,流失低潜
U004047,Other,Johnside,流失可弃
U004053,Male,West Jessicaburgh,流失高潜用户
U004064,Female,Mallorymouth,流失可弃
U004066,Other,Elizabethport,流失低潜
U004067,Other,South Fernandochester,流失可弃
U004069,Female,Taylorstad,唤醒普通
U004093,Female,Melodytown,流失可弃
U004098,Male,South Cassandra,唤醒高潜
U004104,Male,Port Stevenstad,流失可弃
U004117,Male,Port Christopherburgh,唤醒普通
U004125,Female,Nunezside,普通新客
U004129,Other,Tonymouth,至尊VIP
U004144,Male,Brownmouth,流失低潜
U004150,Female,South Jamesbury,高潜新客
U004151,Male,New Patricia,唤醒高潜
U004153,Other,West Michaelberg,高潜新客
U004157,Male,Johnburgh,流失低潜
U004160,Other,Port Juan,普通新客
U004163,Other,South Dustinshire,核心高价值忠诚用户
U004176,Male,North Baileybury,流失低潜
U004179,Female,Millerbury,唤醒高潜
U004180,Other,Michaelshire,唤醒普通
U004186,Male,New Lukehaven,流失低潜
U004187,Other,Bradleyport,唤醒普通
U004194,Male,North Jonathan,流失低潜
U004196,Other,Wilsonshire,流失低潜
U004210,Male,Francesberg,唤醒高潜
U004211,Male,Port Maryhaven,流失高潜用户
U004216,Male,Ruizside,流失低潜
U004224,Female,North Danielport,流失低潜
U004227,Female,North Amyhaven,高潜新客
U004231,Male,North Jose,唤醒普通
U004232,Male,New Julie,流失低潜
U004235,Other,New Charlesstad,流失低潜
U004238,Male,Alyssaland,唤醒普通
U004244,Male,New Paige,流失可弃
U004247,Other,Daniellebury,唤醒普通
U004255,Female,West Jasonview,流失低潜
U004263,Male,West Jasonfurt,唤醒普通
U004265,Male,Cathyshire,唤醒普通
U004270,Female,Hughesside,唤醒普通
U004284,Female,Olsenland,普通新客
U004287,Female,Sandersview,普通新客
U004288,Male,Tammymouth,唤醒普通
U004289,Male,Port Charlesburgh,流失高潜用户
U004298,Male,Gibsonburgh,唤醒高潜
U004304,Male,Kelseymouth,流失低潜
U004306,Female,New Veronicaborough,唤醒高潜
U004307,Female,Gabrielleshire,唤醒普通
U004324,Female,Walterview,流失低潜
U004327,Male,North Jonathan,流失低潜
U004338,Other,Erinmouth,唤醒高潜
U004345,Female,West Ericatown,至尊VIP
U004349,Other,South Jacobhaven,流失低潜
U004350,Male,New Amandastad,流失低潜
U004354,Female,Lake Kevin,流失低潜
U004360,Male,Johnsonmouth,流失低潜
U004361,Male,South Robertport,流失可弃
U004368,Male,Lake Shannonview,普通新客
U004370,Female,East Heatherbury,流失低潜
U004371,Female,New Alexis,流失低潜
U004375,Other,Grayfurt,至尊VIP
U004376,Female,Smithberg,流失高潜用户
U004383,Other,Port Chadville,唤醒普通
U004394,Female,Lake Ericborough,流失低潜
U004397,Male,Lake Richard,流失低潜
U004413,Male,Nelsonborough,流失高潜用户
U004416,Other,Wallerborough,唤醒普通
U004432,Male,Johnberg,流失低潜
U004439,Female,Zimmermanmouth,唤醒普通
U004441,Other,New Sheila,流失高潜用户
U004444,Other,New Jasmin,流失可弃
U004447,Other,Matthewfort,流失可弃
U004464,Male,West Christopherland,至尊VIP
U004465,Other,East Christopherhaven,流失低潜
U004471,Male,West Sara,唤醒普通
U004483,Other,Port Tamaraside,流失低潜
U004485,Other,Bradleyfurt,普通新客
U004502,Female,Patrickhaven,唤醒普通
U004505,Male,New Tanyaton,普通新客
U004518,Male,Lake Jenniferton,流失低潜
U004520,Male,Henryview,唤醒普通
U004522,Female,Turnermouth,普通新客
U004537,Other,North Michaelside,流失低潜
U004539,Female,West Andrewborough,至尊VIP
U004544,Male,West Katherine,高潜新客
U004547,Male,East Coltonfurt,唤醒普通
U004550,Female,Melindamouth,至尊VIP
U004555,Other,Bakerborough,流失低潜
U004557,Other,Lake Brittany,唤醒普通
U004564,Male,Port Raymond,普通新客
U004569,Female,East Jennifer,唤醒普通
U004572,Female,Heatherborough,唤醒普通
U004581,Male,North Coleport,流失可弃
U004594,Female,North Alexis,至尊VIP
U004595,Other,Shawtown,流失低潜
U004598,Other,Vazquezport,流失低潜
U004601,Male,Douglasstad,唤醒普通
U004613,Female,Matthewmouth,至尊VIP
U004614,Other,Barryton,普通新客
U004627,Other,Serranoport,至尊VIP
U004630,Other,Lake Michaelshire,流失可弃
U004631,Female,West Justinhaven,流失低潜
U004636,Male,South Steven,唤醒普通
U004637,Female,East Stacy,唤醒普通
U004640,Female,Lake Shawn,唤醒普通
U004643,Other,Smithshire,高潜新客
U004660,Other,Wendyland,普通新客
U004663,Other,Catherinechester,流失低潜
U004664,Male,East Dustin,流失可弃
U004668,Other,Wendyland,流失高潜用户
U004676,Female,Timothychester,流失低潜
U004682,Other,Woodsport,活跃复购潜力用户
U004683,Other,Sarahton,普通新客
U004695,Male,Chasetown,至尊VIP
U004703,Female,Stanleyview,唤醒普通
U004708,Male,Lake Christophertown,唤醒普通
U004714,Other,North Patrickfort,唤醒普通
U004717,Male,Travisberg,流失低潜
U004721,Male,Victoriaville,流失可弃
U004732,Female,South Douglasmouth,流失可弃
U004734,Other,Hollyfurt,唤醒普通
U004735,Male,Port Kellymouth,普通新客
U004736,Male,Mikeside,流失低潜
U004751,Female,West Stephaniefort,普通新客
U004753,Female,Zamorahaven,流失可弃
U004756,Male,Allenhaven,普通新客
U004766,Other,Port Bailey,唤醒普通
U004768,Male,Williamshire,唤醒普通
U004771,Male,Jonathanchester,流失低潜
U004776,Female,Lake Jameshaven,唤醒普通
U004782,Other,Howardville,至尊VIP
U004799,Male,Troybury,普通新客
U004805,Male,South Brandonstad,普通新客
U004810,Male,Richardview,至尊VIP
U004816,Female,North Keithchester,流失低潜
U004825,Other,Port Tiffany,活跃复购潜力用户
U004829,Male,Williamfurt,流失低潜
U004830,Female,Jonport,流失可弃
U004837,Female,New Nicholas,唤醒普通
U004838,Female,Lake Bobfort,流失低潜
U004844,Female,East Derek,流失低潜
U004845,Other,East Kim,流失低潜
U004853,Other,Dustinchester,流失高潜用户
U004862,Male,Jasonton,唤醒普通
U004863,Female,Wheelerborough,普通新客
U004866,Female,Lake Lisaland,唤醒普通
U004872,Other,West Jeffreymouth,唤醒普通
U004877,Other,South Lorifurt,至尊VIP
U004878,Male,Millerport,唤醒普通
U004885,Male,Jameschester,流失低潜
U004887,Male,South Christopher,唤醒普通
U004888,Other,North Robert,流失低潜
U004894,Female,Lewisville,高潜新客
U004896,Male,Collinsshire,唤醒普通
U004898,Other,North Katherine,流失高潜用户
U004901,Female,Wilkersonland,唤醒普通
U004903,Other,Fisherfurt,核心高价值忠诚用户
U004906,Other,East Emilyview,至尊VIP
U004907,Other,Lake Jessica,流失低潜
U004917,Female,Rossberg,普通新客
U004919,Female,Lake Natasha,普通新客
U004920,Male,Brandontown,唤醒普通
U004922,Female,West Nicolemouth,高潜新客
U004923,Other,Jessicaburgh,唤醒高潜
U004928,Other,Port Heather,唤醒普通
U004938,Female,West Leslie,流失低潜
U004941,Female,West William,至尊VIP
U004943,Female,Deanshire,流失低潜
U004945,Other,South Elaine,普通新客
U004948,Other,Ramirezchester,普通新客
U004954,Other,West Wesleymouth,高潜新客
U004958,Female,Gallagherchester,唤醒普通
U004961,Male,Port Brenda,流失高潜用户
U004969,Other,Lake Daniel,流失低潜
U004971,Male,Veronicamouth,流失高潜用户
U004977,Other,Lake Jamesberg,核心高价值忠诚用户
U004988,Male,Elizabethbury,至尊VIP
U004989,Other,Wardstad,普通新客
U004994,Female,South George,普通新客
U004996,Female,Heatherfort,唤醒高潜
U005007,Male,South Mariaport,普通新客
U005014,Other,Meganville,至尊VIP
U005016,Female,Christopherbury,唤醒普通
U005021,Other,Leroyburgh,普通新客
U005029,Other,East Pamela,流失低潜
U005033,Female,Lake Michaelville,普通新客
U005048,Male,Lake Craig,流失低潜
U005049,Other,Port Claudiahaven,流失可弃
U005050,Male,West Aaronton,流失低潜
U005054,Male,West Emily,唤醒普通
U005058,Male,Cindyland,普通新客
U005059,Female,East Victor,活跃复购潜力用户
U005060,Other,Whitestad,核心高价值忠诚用户
U005066,Male,Garyhaven,普通新客
U005072,Other,Harrischester,流失低潜
U005076,Female,Lake Stephanie,唤醒普通
U005080,Female,New Nicole,唤醒高潜
U005087,Male,New Kaylee,高潜新客
U005092,Other,Brianport,普通新客
U005096,Other,South Robert,普通新客
U005105,Female,Thomastown,唤醒普通
U005107,Male,Patrickmouth,唤醒普通
U005112,Female,Andrewsberg,流失低潜
U005118,Female,Vincentview,唤醒普通
U005121,Other,West Steven,流失可弃
U005123,Male,Stephanieburgh,流失可弃
U005128,Male,Port Brookeshire,流失高潜用户
U005131,Male,West Melissaside,流失高潜用户
U005157,Female,Kimport,普通新客
U005161,Male,Samuelchester,普通新客
U005164,Male,Hoffmanborough,流失可弃
U005180,Female,Lisabury,至尊VIP
U005187,Other,Mercadoshire,高潜新客
U005190,Male,Olsenhaven,流失高潜用户
U005192,Other,Alvaradoview,流失低潜
U005193,Male,East Charlesland,流失可弃
U005195,Male,Patrickton,唤醒普通
U005200,Other,Ericview,流失低潜
U005203,Other,East Susan,流失低潜
U005209,Other,Woodmouth,流失低潜
U005211,Female,North Elizabethside,唤醒普通
U005212,Female,East Stephanie,流失低潜
U005219,Other,Hintonville,唤醒普通
U005228,Other,Lake David,流失低潜
U005237,Male,Alvaradomouth,至尊VIP
U005248,Male,Damonberg,流失低潜
U005262,Male,Port Geraldview,流失低潜
U005266,Other,East Williamborough,流失可弃
U005269,Other,Annettebury,至尊VIP
U005273,Male,Castanedaport,至尊VIP
U005276,Other,Thomastown,唤醒普通
U005277,Female,Christianstad,唤醒普通
U005279,Female,Luistown,唤醒普通
U005301,Male,Cherylville,唤醒普通
U005302,Other,Hendersonside,流失可弃
U005309,Female,Lloydport,唤醒普通
U005320,Male,Christopherfurt,流失可弃
U005326,Female,Port Thomasside,流失高潜用户
U005330,Other,East James,高潜新客
U005342,Male,South Victoriaport,唤醒高潜
U005350,Female,West Rodneyland,普通新客
U005353,Female,Osborneport,唤醒普通
U005354,Male,West Davidton,高潜新客
U005355,Female,Powellport,普通新客
U005358,Other,West Richard,流失低潜
U005361,Female,Cliffordland,流失低潜
U005362,Female,Donovanfurt,普通新客
U005367,Female,East Jennifer,流失可弃
U005372,Other,South Thomasmouth,唤醒普通
U005378,Other,Stephanieborough,普通新客
U005381,Other,New Renee,唤醒普通
U005382,Male,West Kelseytown,唤醒普通
U005383,Male,West Danielport,唤醒普通
U005384,Female,West Helenfurt,高潜新客
U005386,Other,North Kimberly,唤醒高潜
U005387,Other,Port Stephanie,普通新客
U005397,Female,Gregoryport,唤醒普通
U005398,Female,Raymondchester,唤醒高潜
U005399,Female,Hernandezbury,流失可弃
U005408,Other,Port Tasha,流失低潜
U005419,Other,Taylorbury,流失可弃
U005420,Female,East Amanda,唤醒普通
U005423,Other,East Jose,流失低潜
U005425,Other,Wrightville,流失可弃
U005426,Other,Port Jennaville,至尊VIP
U005437,Female,New Troymouth,唤醒普通
U005441,Other,Stephaniemouth,流失低潜
U005448,Male,Fletcherburgh,唤醒普通
U005463,Male,Jacksonview,流失低潜
U005465,Other,Estradahaven,流失低潜
U005471,Female,Lopezbury,流失低潜
U005473,Other,Markborough,流失低潜
U005481,Female,South Richard,流失可弃
U005482,Male,North Brandon,唤醒普通
U005484,Other,New Abigail,普通新客
U005496,Male,South Michael,流失可弃
U005499,Male,West Sandrashire,唤醒普通
U005502,Male,Sherriland,流失低潜
U005505,Other,Lindsaymouth,流失低潜
U005510,Other,Jasonbury,唤醒普通
U005515,Female,Blakeshire,唤醒普通
U005522,Other,South Dwayne,流失可弃
U005523,Other,Robertamouth,普通新客
U005526,Male,West Elizabethport,流失低潜
U005530,Female,West Katherineburgh,流失低潜
U005538,Other,Smithshire,流失低潜
U005544,Male,Jonathanview,唤醒普通
U005546,Other,Port Jessica,流失低潜
U005551,Other,Port Christopher,普通新客
U005553,Male,New Kevin,流失低潜
U005557,Male,New Deborahhaven,普通新客
U005584,Other,Maynardton,唤醒普通
U005591,Male,North John,唤醒普通
U005597,Female,East Scott,唤醒高潜
U005602,Male,Amandahaven,流失可弃
U005608,Female,Thomasfort,至尊VIP
U005610,Female,West Rachel,唤醒高潜
U005616,Male,North Kylechester,流失低潜
U005618,Other,Port Andrew,至尊VIP
U005621,Other,East Mark,高潜新客
U005627,Other,Cherylshire,普通新客
U005628,Female,East Lisaborough,流失可弃
U005632,Other,Andrewmouth,唤醒普通
U005635,Other,South Tinaberg,流失低潜
U005640,Male,South Jenniferview,唤醒普通
U005662,Male,Hillchester,流失低潜
U005664,Other,East Coreyfurt,高潜新客
U005670,Other,New Amandaburgh,普通新客
U005680,Female,New Seanberg,流失可弃
U005683,Other,North Carlmouth,流失低潜
U005692,Male,Rachelville,流失可弃
U005699,Female,New Sarah,流失低潜
U005703,Other,East Donnaview,唤醒普通
U005711,Male,Danielchester,唤醒普通
U005712,Male,Armstrongberg,唤醒普通
U005713,Male,East Markborough,流失低潜
U005715,Other,Port Ian,普通新客
U005718,Other,South Donaldmouth,流失低潜
U005723,Other,Kennedyside,唤醒普通
U005729,Other,East Robinfort,唤醒普通
U005733,Male,Thompsonview,流失低潜
U005735,Female,North Erikaland,唤醒普通
U005742,Other,Port Kevinville,流失高潜用户
U005745,Other,Byrdfort,流失低潜
U005752,Male,West Steven,高潜新客
U005756,Female,Westshire,唤醒普通
U005758,Male,Kennedyborough,高潜新客
U005760,Other,West Josestad,流失低潜
U005777,Other,Nancyfurt,高潜新客
U005781,Female,Port Timothy,流失低潜
U005784,Female,Benjaminchester,流失低潜
U005792,Female,South Ginastad,普通新客
U005797,Female,Johnsonchester,流失可弃
U005798,Female,Port Tracyfurt,流失低潜
U005806,Other,East Leah,至尊VIP
U005827,Male,Gordontown,流失低潜
U005833,Female,West Carolynchester,唤醒高潜
U005835,Male,West James,流失可弃
U005841,Female,Port Allisonstad,至尊VIP
U005843,Female,Rebeccaborough,普通新客
U005848,Female,Edwardborough,流失低潜
U005856,Other,North Melissaburgh,唤醒普通
U005858,Female,Taylorborough,唤醒普通
U005859,Male,Jessicaborough,流失可弃
U005865,Other,Christopherbury,流失低潜
U005868,Female,North Lancehaven,至尊VIP
U005887,Other,West Carrie,流失低潜
U005897,Other,Port Danielbury,至尊VIP
U005902,Female,North Michaelbury,流失可弃
U005914,Female,West Nicoleshire,核心高价值忠诚用户
U005915,Female,Cruzhaven,流失低潜
U005917,Other,Moralesville,流失低潜
U005923,Male,Port Emma,普通新客
U005932,Female,South Erikafort,流失可弃
U005937,Male,North James,流失低潜
U005941,Male,East Stephenbury,流失低潜
U005943,Other,Sherrychester,流失可弃
U005948,Male,Mackenzieview,流失低潜
U005951,Male,Ramirezside,流失低潜
U005955,Other,Port Angelaville,唤醒高潜
U005957,Male,Carloston,流失可弃
U005961,Male,Thomasshire,普通新客
U005967,Male,Millerhaven,流失可弃
U006002,Male,Kristystad,流失低潜
U006003,Male,Gordonfurt,流失低潜
U006008,Male,Lake Elaine,唤醒普通
U006015,Other,Kimberlystad,普通新客
U006020,Other,East Caitlin,流失可弃
U006037,Female,East Kelly,唤醒高潜
U006049,Other,Lindaburgh,流失低潜
U006060,Female,Reyesfort,唤醒普通
U006067,Other,South Jennyfurt,唤醒普通
U006075,Other,Ruizshire,流失低潜
U006076,Female,Scottmouth,至尊VIP
U006090,Other,Christopherbury,流失可弃
U006093,Female,Lake Stephanie,唤醒普通
U006097,Other,Sandrahaven,至尊VIP
U006103,Female,West Brianbury,至尊VIP
U006105,Female,North Sandrastad,普通新客
U006107,Female,Wilsonview,唤醒普通
U006115,Male,North Walter,唤醒普通
U006117,Other,South Jacquelinehaven,普通新客
U006127,Other,Samanthaside,唤醒普通
U006132,Other,Lake Melissafort,普通新客
U006134,Male,North Chelsea,流失可弃
U006138,Female,Glennville,流失低潜
U006150,Other,Sarahaven,流失低潜
U006178,Male,Goodfurt,流失低潜
U006183,Female,Mcdanielmouth,高潜新客
U006185,Female,West Patricia,流失低潜
U006193,Other,South Robinton,唤醒普通
U006196,Male,West Michelle,流失低潜
U006209,Female,Colemanchester,流失低潜
U006214,Female,West Tonyberg,普通新客
U006220,Female,North Jeremy,唤醒普通
U006222,Male,Jessicatown,唤醒普通
U006225,Other,Schmidtborough,普通新客
U006230,Female,Richardsonbury,唤醒普通
U006235,Female,Amyside,流失可弃
U006238,Other,North Markchester,活跃复购潜力用户
U006240,Female,Robersontown,流失低潜
U006261,Female,Maddoxmouth,流失可弃
U006276,Other,East Kathleen,唤醒普通
U006280,Male,Hancockfort,唤醒普通
U006294,Male,Joanport,流失可弃
U006295,Other,New Amanda,至尊VIP
U006296,Other,Arnoldberg,流失低潜
U006298,Other,South Leviside,唤醒普通
U006309,Female,Lake Isabelville,唤醒普通
U006310,Male,Watersmouth,流失高潜用户
U006311,Other,New Alan,至尊VIP
U006318,Other,Sheachester,至尊VIP
U006324,Female,Stacymouth,流失低潜
U006330,Other,Port William,唤醒高潜
U006337,Other,Lindsayfurt,高潜新客
U006339,Female,Cooperhaven,流失低潜
U006341,Male,Meganland,至尊VIP
U006343,Female,Jonesmouth,流失可弃
U006346,Male,North Williammouth,普通新客
U006351,Female,North Robinfort,流失可弃
U006354,Female,Michaelfort,流失低潜
U006357,Female,Hamiltonburgh,至尊VIP
U006364,Female,North Scottland,流失低潜
U006367,Other,North Michellehaven,普通新客
U006368,Male,Tracyhaven,流失低潜
U006370,Other,Peterhaven,流失低潜
U006374,Female,Lake Angelafort,普通新客
U006385,Male,Hartburgh,流失低潜
U006387,Female,Jasonberg,唤醒普通
U006389,Other,East Michael,流失低潜
U006397,Other,North Heather,唤醒普通
U006401,Male,South Brenda,唤醒普通
U006402,Other,Port Allisonside,流失低潜
U006403,Male,Sancheztown,流失低潜
U006408,Other,Anthonychester,活跃复购潜力用户
U006410,Female,Lake Erika,流失高潜用户
U006414,Female,South Jason,流失低潜
U006426,Male,Huntstad,流失可弃
U006436,Other,Rossborough,流失可弃
U006442,Female,Beasleyville,唤醒普通
U006446,Other,Brendaview,至尊VIP
U006457,Male,Lake Danaberg,活跃复购潜力用户
U006459,Female,South Crystal,普通新客
U006469,Female,South Robertstad,至尊VIP
U006478,Male,West Mary,流失低潜
U006480,Male,Alexandrachester,流失低潜
U006494,Male,South Margaretview,流失低潜
U006498,Male,Bridgesburgh,普通新客
U006499,Male,South Joyview,流失低潜
U006508,Other,East Paul,唤醒普通
U006511,Male,Beverlyton,流失低潜
U006523,Other,West Benjamin,唤醒高潜
U006524,Female,Grahamfort,普通新客
U006538,Female,Port Kevinton,普通新客
